filename,plane,ship,none
0__20160829_195802_0c72__-122.388890251_37.6127157845.png,0,0,1
0__20160627_155712_0c13__-118.26058318556548_33.80505128332506.png,0,0,1
0__20170209_174909_0e1f__-117.71726407730786_33.65374780050095.png,0,0,1
1__20160829_195802_0c72__-122.390658045_37.6121130351.png,1,0,0
0__20170414_180531_0f28__-122.43974593765887_37.64376683717282.png,0,0,1
0__20160830_220146_0c82__-118.405489085_33.941975675.png,0,0,1
0__20170419_180521_1009__-122.393561898_37.6192565434.png,0,0,1
0__20150827_012518_0b0a__-118.46630746562367_33.95454956833183.png,0,0,1
0__20160829_195923_0c72__-117.660125586_34.0582933136.png,0,0,1
0__20170501_180552_1018__-122.15722672136035_37.76441274945999.png,0,0,1
0__20170726_174854_0f10__-117.71199588103721_33.69368789558548.png,0,0,1
1__20161202_180737_0e30__-122.379087933_37.6265293926.png,1,0,0
0__20160831_174238_0e3a__-117.806113595_34.0993314076.png,0,0,1
0__20170712_175336_0e1f__-118.12324159155978_33.79582678832217.png,0,0,1
0__20170525_180534_101e__-122.09867967933918_37.40637887726777.png,0,0,1
1__20161102_180701_0e26__-122.389382406_37.6201492015.png,1,0,0
1__20170611_180735_1008__-122.2197239300539_37.717465769489046.png,1,0,0
0__20151217_204040_1_0c74__-119.151053396_34.119901555.png,0,0,1
0__20160831_174444_0e0f__-118.18660457_33.8035395846.png,0,0,1
0__20170613_174734_103e__-117.86179272599179_33.68004412982539.png,0,0,1
0__20170222_231256_0c27__-122.390520216_37.6212418359.png,0,0,1
0__20170407_175220_0e26__-118.398705297_33.941998836.png,0,0,1
0__20160215_202738_0c73__-118.12309921537754_33.80973467942758.png,0,0,1
1__20161018_193327_0c45__-122.3876445_37.6207868997.png,1,0,0
0__20170527_180745_1021__-122.390284469_37.6209702175.png,0,0,1
0__20160720_174504_0e3a__-118.31547215335543_33.90157733099831.png,0,0,1
1__20170420_174631_1009__-118.404940635_33.9469508525.png,1,0,0
0__20170420_174631_1009__-118.401562234_33.9400455101.png,0,0,1
0__20160306_200031_0c47__-117.68393663564929_34.01571246491169.png,0,0,1
0__20170615_174851_100b__-118.40672322685894_33.942015685482076.png,0,0,1
1__20161021_174815_0e2f__-118.401280761_33.9400622541.png,1,0,0
0__20170106_182437_0c43__-117.187353293_32.8058921396.png,0,0,1
1__20170720_175004_0e16__-117.20469014474084_32.73287298252868.png,1,0,0
0__20151030_162249_0c03__-121.50537066553647_38.642281759753295.png,0,0,1
1__20170729_175335_101d__-118.41066319224404_33.939386332375506.png,1,0,0
1__20170722_175150_1033__-118.40615913976173_33.94107550891825.png,1,0,0
0__20161005_234832_0c42__-117.646205224_34.0915917888.png,0,0,1
1__20170419_181316_0e0d__-122.392473183_37.61892497.png,1,0,0
0__20160711_174957_0c2b__-121.5120935_38.7836710442.png,0,0,1
0__20151118_160422_0c68__-118.13683859563373_33.83155082016293.png,0,0,1
0__20160809_180256_0e16__-121.989156209_37.3409205384.png,0,0,1
0__20170714_175018_1002__-118.4064973834892_33.942099427938906.png,0,0,1
0__20161110_174803_0e16__-118.180777849_33.7709936395.png,0,0,1
0__20170225_180319_0f1d__-122.390558615_37.6123728913.png,0,0,1
0__20170727_012416_0c43__-117.99708094079634_33.787224920643865.png,0,0,1
0__20170715_174814_1030__-117.68950973073976_34.02988570567595.png,0,0,1
0__20170622_175228_1039__-119.08034390367577_34.07724567649982.png,0,0,1
0__20170719_175047_100e__-118.40538075402424_33.968949621504045.png,0,0,1
0__20170601_180615_1003__-121.95917111257693_37.654782378689504.png,0,0,1
1__20161202_180738_0e30__-122.391000256_37.6183325083.png,1,0,0
1__20170619_180825_1032__-122.32405579585503_37.71922334093443.png,0,1,0
1__20170513_174817_0f10__-118.404937815_33.9465574711.png,1,0,0
1__20170705_180816_103e__-122.34499030915259_37.726939619009435.png,0,1,0
0__20170714_180715_1030__-121.4691498539175_38.701854613359714.png,0,0,1
0__20170611_180650_1024__-122.0418386047712_37.76653233208487.png,0,0,1
0__20161102_180701_0e26__-122.38913732_37.6199097224.png,0,0,1
0__20170722_181001_0f35__-122.16648846639156_37.7312475233891.png,0,0,1
1__20170106_180853_0e30__-122.390622777_37.6206818522.png,1,0,0
0__20170419_181316_0e0d__-122.387863247_37.6136027843.png,0,0,1
0__20170604_175221_0e0f__-117.81043043360745_33.71440235598865.png,0,0,1
0__20170508_171051_0c43__-122.41447939686797_37.66116602139391.png,0,0,1
0__20170629_175252_0f12__-118.98561713267482_34.068913023505765.png,0,0,1
1__20160810_174548_0e16__-118.402483402_33.940401205.png,1,0,0
0__20170615_174720_0f28__-117.79557320601764_33.683193913568836.png,0,0,1
0__20170722_175038_0f38__-118.38189966404714_33.934505296684144.png,0,0,1
1__20170613_180813_1017__-122.34085308821396_37.74816957039235.png,0,1,0
0__20170721_174734_1006__-117.86115817724709_33.681320231505936.png,0,0,1
1__20170101_174437_0e20__-117.20008565_32.7321993013.png,1,0,0
0__20161018_193327_0c45__-122.384511159_37.6202642434.png,0,0,1
0__20150917_164233_0c03__-118.34348649301204_34.01812168847374.png,0,0,1
1__20170522_180637_0f42__-122.380731494_37.6163485228.png,1,0,0
0__20160713_153443_0c72__-117.237192896_32.7253251041.png,0,0,1
1__20161021_174815_0e2f__-118.402483402_33.940401205.png,1,0,0
0__20170508_175352_0e19__-118.405314367_33.9412201598.png,0,0,1
0__20160820_233144_0c53__-122.182669159_37.8232124213.png,0,0,1
0__20160731_173923_0e20__-117.18228210771065_32.73902926453552.png,0,0,1
0__20161108_174253_0e30__-117.287184815_32.710255159.png,0,0,1
0__20170417_175128_0e2f__-117.837143945_33.6345411126.png,0,0,1
0__20170620_232749_1_0c79__-117.52849127096702_34.10351801576277.png,0,0,1
0__20170415_180220_1025__-121.416285871_38.6852278762.png,0,0,1
0__20170411_174240_1003__-117.411916139_33.9813450405.png,0,0,1
0__20150412_001439_0817__-118.19017296739962_33.78037281007945.png,0,0,1
0__20170618_180804_0f34__-122.39046723940005_37.61107449493541.png,0,0,1
0__20160210_222523_0c18__-118.11558742789313_33.807827791673404.png,0,0,1
0__20160814_203134_0c13__-117.18956568_32.685543319.png,0,0,1
0__20170624_174753_0f43__-117.86450038585174_33.67572315700399.png,0,0,1
0__20170717_180818_1010__-122.55707889117073_37.7614835025291.png,0,0,1
0__20170624_215119_1_0c19__-119.14443121006701_34.10365265962966.png,0,0,1
0__20160830_220147_1_0c82__-118.351715019_33.975610949.png,0,0,1
0__20170515_180654_1007__-122.46949003916701_37.68349083064736.png,0,0,1
1__20170621_175034_0e3a__-117.20475960423737_32.73425118195704.png,1,0,0
0__20170529_174520_1024__-117.568670335_33.9882962274.png,0,0,1
0__20160811_174013_0e30__-117.07772124973386_32.759867354879574.png,0,0,1
0__20160302_213717_0c68__-122.20589148690813_37.812826115715204.png,0,0,1
1__20170729_175335_101d__-118.38447552164179_33.93405678398561.png,1,0,0
0__20160811_174014_0e0e__-117.22047975785544_32.73791247487656.png,0,0,1
0__20160704_204349_0d05__-122.31149306_37.7047385724.png,0,0,1
0__20170226_180944_0e26__-122.215286082_37.7204963527.png,0,0,1
0__20170716_175004_101a__-117.8668061693999_33.71521007882102.png,0,0,1
0__20160717_153755_0c46__-122.223810395_37.6766947884.png,0,0,1
0__20161007_175016_0e14__-118.936861436_34.0632803523.png,0,0,1
0__20170730_181514_0e20__-122.31290232802994_37.658968634398896.png,0,0,1
0__20170204_225400_0c46__-118.396950747_33.9538142774.png,0,0,1
0__20161004_004954_1_0c56__-118.50098721916517_34.01040242128727.png,0,0,1
0__20160806_235033_1_0c59__-118.086055722_33.7483520139.png,0,0,1
1__20170613_174900_1036__-118.40650684989104_33.93952360405632.png,1,0,0
1__20170513_174817_0f10__-118.401833141_33.9400017625.png,1,0,0
0__20151112_182722_0c18__-118.116522105_33.8448313343.png,0,0,1
0__20171206_181520_1042__-122.08268175184824_37.7386016436297.png,0,0,1
0__20170613_180813_102e__-122.37768004446204_37.628205219665176.png,0,0,1
1__20160810_174548_0e16__-118.407389122_33.9410000751.png,1,0,0
0__20170627_174936_1015__-118.27886589369115_33.94013681510878.png,0,0,1
0__20170522_174304_1040__-117.22988103071776_32.72052164389645.png,0,0,1
0__20150917_164237_0c03__-118.190102396418_33.740114809495445.png,0,0,1
0__20170414_174912_1038__-119.086188406_34.1272965099.png,0,0,1
1__20170211_181118_0e16__-122.380471928_37.6256950895.png,1,0,0
1__20170120_180944_0e14__-122.379087933_37.6265293926.png,1,0,0
0__20170424_174418_102e__-117.67572346914308_33.6457563405844.png,0,0,1
0__20170625_174954_1021__-118.3874405272988_33.93392894962742.png,0,0,1
0__20170616_180826_100e__-122.22012337188092_37.71690517828362.png,0,0,1
0__20170312_180811_0e0e__-121.408575337_38.6097540922.png,0,0,1
0__20170303_174101_0f1d__-117.60029494030621_34.028189119265946.png,0,0,1
0__20170629_180613_101f__-121.51566940541916_38.63430278909264.png,0,0,1
0__20150824_191014_0b0a__-121.96382975299369_37.37988304395411.png,0,0,1
0__20171117_185444_104c__-122.33043537744814_37.74789453329951.png,0,0,1
0__20170404_180256_1017__-121.752702815_38.7093597881.png,0,0,1
0__20160720_143223_0c81__-117.8830758192831_33.713660816110746.png,0,0,1
0__20170724_175245_1007__-118.47764681141_33.97573210985076.png,0,0,1
0__20170415_174637_0f28__-118.405171649_33.9463620339.png,0,0,1
0__20170604_180709_0f1d__-122.20094958213396_37.70517689507128.png,0,0,1
0__20170524_174812_102d__-118.403364786_33.9470319416.png,0,0,1
1__20170508_175352_0e19__-118.402717353_33.942167957.png,1,0,0
1__20160731_174508_0e30__-118.407234684_33.9393855686.png,1,0,0
0__20161110_171503_1_0c19__-118.441439689_33.962256048.png,0,0,1
1__20170420_174631_1009__-118.401280761_33.9400622541.png,1,0,0
1__20170508_175352_0e19__-118.404940635_33.9469508525.png,1,0,0
0__20170628_180749_0f31__-122.09784206895756_37.701377606601866.png,0,0,1
1__20160829_195802_0c72__-122.389857562_37.6132498226.png,1,0,0
0__20150122_180730_090b__-118.398179469_33.862113982.png,0,0,1
0__20161031_174736_0e16__-118.211196365_33.8076835132.png,0,0,1
0__20151221_184533_0b09__-117.61627395155413_34.026946665981434.png,0,0,1
0__20170815_180822_102d__-122.35634558387757_37.71688937565941.png,0,0,1
1__20160901_174550_0e0e__-118.398998471_33.9416349911.png,1,0,0
1__20170714_175018_1002__-118.3857987955354_33.93439539366785.png,1,0,0
0__20151118_160625_0c72__-118.2228073991734_33.86971453471688.png,0,0,1
0__20170609_180751_101b__-122.22046344866548_37.71693446681888.png,0,0,1
1__20170620_180743_102f__-122.38073149446262_37.61634852275437.png,1,0,0
1__20160731_174508_0e30__-118.395534371_33.9429391904.png,1,0,0
1__20170227_180950_0e0f__-121.928618194_37.367773179.png,1,0,0
0__20151112_182747_0c47__-118.13707021515035_33.89550747369035.png,0,0,1
0__20151117_161515_0b0e__-118.090391446_33.7991517715.png,0,0,1
1__20170619_180815_0f22__-122.21770919985781_37.71428210908355.png,1,0,0
0__20170404_180256_1017__-121.657701874_38.7046310524.png,0,0,1
1__20151214_214919_1_0c73__-118.402352175_33.939977924.png,1,0,0
1__20151112_182744_0c47__-118.380444402_33.9333234951.png,1,0,0
0__20170222_231256_0c27__-122.37900389_37.6284555547.png,0,0,1
0__20170416_174556_1028__-118.431156864_33.9647567918.png,0,0,1
0__20150716_184245_090c__-121.95815958612202_37.37090989702483.png,0,0,1
0__20160215_210551_0c68__-122.40768926226659_37.71948391703993.png,0,0,1
0__20161003_213745_1_0c74__-118.410572639_33.93923919.png,0,0,1
1__20161116_180803_0e14__-122.34470006936019_37.75600540707502.png,0,1,0
0__20160414_192803_0c03__-117.91220706383125_33.63022216433783.png,0,0,1
0__20151118_160622_0c72__-118.33830976517987_34.09187253667057.png,0,0,1
0__20170414_180531_0f28__-122.391070442_37.6121321727.png,0,0,1
0__20170620_180743_102f__-122.33860547138657_37.61406706546739.png,0,0,1
0__20170325_175322_0e20__-118.405000481_33.9458229096.png,0,0,1
0__20170626_174707_102d__-117.86102765097057_33.6812129131641.png,0,0,1
0__20170629_174705_0f51__-117.71679551026858_34.04401513830089.png,0,0,1
0__20160414_203125_0c68__-117.61751641444496_34.10418497510443.png,0,0,1
1__20170120_180944_0e14__-122.383938544_37.6184191646.png,1,0,0
0__20150716_184243_090c__-122.021555552_37.2791342852.png,0,0,1
0__20170618_175001_101e__-118.40503428381076_33.941953813054006.png,0,0,1
0__20171023_190148_0f2e__-122.2544143637317_37.854512750714676.png,0,0,1
1__20170919_181413_0f1b__-122.34484912174554_37.75841273983251.png,0,1,0
0__20170209_174904_0e1f__-117.562619589_34.050904995.png,0,0,1
1__20160916_174733_0e20__-118.386566991_33.9348414685.png,1,0,0
0__20161001_174817_0e1f__-118.407663503_33.9419508288.png,0,0,1
0__20160218_195027_0c66__-121.82512820432473_37.24579122676096.png,0,0,1
0__20170406_174028_1022__-117.325664744_32.7201200224.png,0,0,1
1__20170615_181427_0e0d__-122.38315357045933_37.61574156879261.png,1,0,0
1__20161022_170827_1_0c82__-118.401335197_33.9409856207.png,1,0,0
1__20161001_174817_0e1f__-118.429364847_33.9389334268.png,1,0,0
0__20170106_180850_0e30__-122.37039974942961_37.861895697536866.png,0,0,1
0__20170604_225029_0c81__-121.98137220682885_37.33549972860652.png,0,0,1
1__20170627_175043_100a__-118.38202990302739_33.934670970669714.png,1,0,0
1__20160816_203207_0c82__-122.218636203_37.716696954.png,1,0,0
0__20161018_193327_0c45__-122.45354807209517_37.71389186481932.png,0,0,1
0__20151015_213908_0b0e__-117.55044427177518_34.093275659258936.png,0,0,1
0__20160317_153928_0c47__-117.79387498497742_33.628684450739826.png,0,0,1
0__20180706_180914_1051__-118.22334583546876_33.739005263384286.png,0,0,1
1__20160810_174548_0e16__-118.410873736_33.9409656857.png,1,0,0
0__20170504_180551_1025__-122.29786740724907_37.57237930862027.png,0,0,1
0__20151111_183105_0c03__-121.90586292257123_37.3605408677402.png,0,0,1
1__20170211_181118_0e16__-122.388820316_37.619920165.png,1,0,0
0__20170502_180548_1044__-122.392240586_37.618708944.png,0,0,1
0__20170720_175316_1012__-119.26840935120082_34.12409129220547.png,0,0,1
0__20161214_174938_0e26__-118.404207753_33.9469682199.png,0,0,1
0__20160317_153928_0c47__-117.78157377603823_33.69911168146721.png,0,0,1
1__20170627_175609_0e2f__-118.40017774465377_33.94112407153335.png,1,0,0
0__20161218_184924_1_0c76__-122.378498892_37.6278580157.png,0,0,1
0__20170602_174242_1021__-117.19911097338161_32.73277935490104.png,0,0,1
0__20161212_180859_0e30__-122.389645759_37.6117732914.png,0,0,1
0__20160911_174650_0e14__-118.431385553_33.9377003584.png,0,0,1
0__20170615_174858_0f51__-118.20620736947637_33.93924689852533.png,0,0,1
0__20170505_181259_0e2f__-122.431035175_37.6310974559.png,0,0,1
0__20170106_180853_0e30__-122.390612039_37.6183219841.png,0,0,1
0__20160316_153300_0b0a__-122.383703739_37.6151224182.png,0,0,1
0__20170416_185911_0c44__-118.403412825_33.946003345.png,0,0,1
1__20161209_215038_0c43__-118.411010894_33.9417428165.png,1,0,0
0__20160414_192803_0c03__-117.93493426473368_33.63816951396607.png,0,0,1
1__20170719_175047_100e__-118.40473405414056_33.945758062355.png,1,0,0
0__20160806_235033_1_0c59__-118.0847395051623_33.75185380934974.png,0,0,1
1__20170331_174358_1031__-117.863957597_33.6768286164.png,1,0,0
1__20160911_174650_0e14__-118.427994011_33.9390788338.png,1,0,0
0__20170508_180612_1010__-122.219602338_37.7179021869.png,0,0,1
0__20170223_174617_0e2f__-117.117837396_32.7485511256.png,0,0,1
1__20170626_174708_102d__-117.86483957736668_33.67539048167931.png,1,0,0
0__20170624_174657_101b__-117.72923259159415_33.66111856828693.png,0,0,1
0__20160207_233529_0c66__-117.55659024422503_34.00366533134626.png,0,0,1
1__20170617_181435_0e0f__-122.37794452939903_37.628239845956244.png,1,0,0
0__20151112_182742_0c47__-118.460537255_34.0347505373.png,0,0,1
0__20160302_213717_0c68__-122.21977948410522_37.78858383530186.png,0,0,1
0__20170623_174658_1038__-117.73044505954964_34.04388068543735.png,0,0,1
1__20170101_180918_0e30__-122.378675896_37.6281739448.png,1,0,0
0__20170626_180908_1015__-122.39147021954402_37.617298890336585.png,0,0,1
1__20170414_180532_0f28__-122.391771224_37.6173487046.png,1,0,0
1__20160831_174402_0e16__-117.864175055_33.6764697137.png,1,0,0
0__20151030_162249_0c03__-121.52420751218366_38.56412262360514.png,0,0,1
0__20160220_181851_1_0c73__-117.278870078_32.7436415961.png,0,0,1
0__20170620_174902_0f3f__-118.30913691644274_33.80752152808961.png,0,0,1
0__20161209_215038_0c43__-118.405131653_33.9399777646.png,0,0,1
0__20151118_160631_0c72__-117.85299359962256_33.68370376176574.png,0,0,1
0__20170308_174518_1029__-118.431944483_33.9381267193.png,0,0,1
0__20151118_160415_0c53__-118.41354033743661_33.89489070593926.png,0,0,1
1__20170729_175335_101d__-118.40615913976173_33.94107550891825.png,1,0,0
0__20170721_174734_1006__-117.97277969677435_33.70990244041956.png,0,0,1
0__20170614_180626_103d__-121.60829685939193_38.679750053796106.png,0,0,1
0__20151214_214919_1_0c73__-118.416195796_33.9455863967.png,0,0,1
0__20160720_174345_0e0f__-117.95612755204861_33.74972433939173.png,0,0,1
0__20160715_174339_0e30__-118.09964031964927_33.81281396646915.png,0,0,1
0__20160806_235033_1_0c59__-118.10100169681296_33.7571210150354.png,0,0,1
0__20170622_180818_1034__-122.22943146839535_37.79091863864866.png,0,0,1
1__20170727_174407_1033__-117.20469014474084_32.73287298252868.png,1,0,0
0__20170624_174443_0f25__-117.20297197657291_32.74108125978301.png,0,0,1
0__20160831_174355_0e16__-117.67052178748148_34.07815008317556.png,0,0,1
1__20170627_174437_103e__-117.20332809835271_32.73415092927228.png,1,0,0
0__20161018_174611_0e19__-118.14284124805201_33.76610199609675.png,0,0,1
0__20170421_174300_1024__-117.486245605_34.0530435777.png,0,0,1
1__20160921_180450_0e30__-122.218636203_37.716696954.png,1,0,0
0__20160816_174600_0e0e__-118.38943293646884_33.906717122436255.png,0,0,1
0__20170617_181435_0e0f__-122.39410578154161_37.619259337297784.png,0,0,1
0__20170430_201723_0c27__-118.4079468_33.9453563813.png,0,0,1
1__20170222_231256_0c27__-122.389931176_37.6215474909.png,1,0,0
1__20160822_172906_1_0c1b__-117.864175055_33.6764697137.png,1,0,0
0__20170617_170358_0c13__-118.40573937220859_33.939429747525395.png,0,0,1
1__20170424_174737_0f52__-118.418332216_33.940172226.png,1,0,0
0__20141223_181026_0907__-117.908412971_33.7277629881.png,0,0,1
0__20160221_175529_0c68__-117.257562830174_32.772643603522404.png,0,0,1
0__20160916_174733_0e20__-118.41608425_33.9388512642.png,0,0,1
0__20160124_184009_0905__-118.221358378_33.7655663659.png,0,0,1
0__20170629_180856_1029__-122.38432414714227_37.61820822388307.png,0,0,1
0__20160802_014844_0c1b__-118.315851873_33.900951022.png,0,0,1
1__20160413_204119_0c66__-117.203328098_32.7341509293.png,1,0,0
0__20170627_175043_100a__-118.3738778561354_33.90994875251544.png,0,0,1
1__20161102_180701_0e26__-122.393963872_37.618967716.png,1,0,0
0__20150122_180730_090b__-118.349538315_33.8747225373.png,0,0,1
0__20160731_173923_0e20__-117.204969109_32.7322557317.png,0,0,1
1__20160830_220146_0c82__-118.409152768_33.9395781611.png,1,0,0
0__20170815_180822_102d__-122.10016464803147_37.658429871624826.png,0,0,1
0__20170716_175527_1006__-119.17010698064522_34.15278227866596.png,0,0,1
0__20160221_175529_0c68__-117.22865077220264_32.74022518423071.png,0,0,1
0__20170501_180555_1018__-122.38784581_37.6198759893.png,0,0,1
1__20161229_175033_0e0d__-118.402556217_33.9408337065.png,1,0,0
0__20161105_174753_0e16__-118.163974261_33.7501851425.png,0,0,1
0__20170714_174822_1008__-117.79977112621842_33.61920343236638.png,0,0,1
0__20170618_180601_0f1d__-121.82406903866836_37.346479186731095.png,0,0,1
0__20170604_180709_0f1d__-122.18928317033847_37.70141989814003.png,0,0,1
1__20170101_174437_0e20__-117.204681511_32.7333728482.png,1,0,0
0__20170404_233842_1_0c38__-118.428484538_33.9447409973.png,0,0,1
1__20170626_175229_0e0e__-117.86369065279396_33.67719930586357.png,1,0,0
0__20170720_175315_1012__-119.17179302023276_34.13095104437306.png,0,0,1
1__20170508_180613_1010__-122.3782948_37.6276517358.png,1,0,0
0__20151223_185617_0c47__-121.54803592062275_38.65636309004598.png,0,0,1
0__20160717_153755_0c46__-122.199368183_37.7066533332.png,0,0,1
0__20170714_175018_1002__-118.29128575197304_33.87908033231277.png,0,0,1
1__20170211_181118_0e16__-122.38815213_37.6133447524.png,1,0,0
1__20170724_181038_1011__-122.38370291898272_37.61474007266974.png,1,0,0
0__20160816_174600_0e0e__-118.427576979_33.9389890607.png,0,0,1
0__20161003_213744_0c74__-118.441387771_33.899464757.png,0,0,1
0__20170520_180419_1036__-121.344045521_38.6246459548.png,0,0,1
1__20170621_175034_0e3a__-117.20470539064758_32.73385344054251.png,1,0,0
0__20170723_180811_1005__-122.32501608423547_37.725934639234076.png,0,0,1
1__20160830_220147_1_0c82__-118.410759373_33.9401712248.png,1,0,0
0__20161202_180738_0e30__-122.389812539_37.6204810571.png,0,0,1
1__20161010_214835_0c78__-117.863957597_33.6768286164.png,1,0,0
0__20170224_175032_0e20__-118.12871427676755_33.85473080779358.png,0,0,1
0__20170626_180907_1015__-122.37942534045361_37.62683537174111.png,0,0,1
0__20170621_174326_1029__-117.10269396057441_32.66810799246463.png,0,0,1
1__20170718_174852_1010__-118.40271735326012_33.942167957036546.png,1,0,0
0__20151118_160625_0c72__-118.169052041_33.9282152199.png,0,0,1
0__20170721_174935_1013__-118.13344231974314_33.866510608877476.png,0,0,1
1__20170615_174858_0f51__-118.40367372125274_33.93981168324312.png,1,0,0
0__20170617_181435_0e0f__-122.39284541331412_37.61957733965517.png,0,0,1
0__20170505_174421_102f__-117.64712520954382_34.07145746536488.png,0,0,1
0__20170518_174722_0f28__-118.300434281_33.8278235978.png,0,0,1
1__20170407_175220_0e26__-118.388345965_33.9339668563.png,1,0,0
1__20171117_185444_104c__-122.34558214564862_37.737055674168104.png,0,1,0
1__20180712_180755_0f2d__-118.15166889302655_33.73582571921725.png,0,1,0
1__20170719_175047_100e__-118.40128076130756_33.94006225407405.png,1,0,0
1__20160717_153849_0c81__-122.392473183_37.61892497.png,1,0,0
0__20151101_223245_0c07__-121.8481893687322_37.36829459704888.png,0,0,1
0__20170627_174936_1015__-118.40217396831974_33.93974095021521.png,0,0,1
1__20170501_180555_1018__-122.389382406_37.6201492015.png,1,0,0
0__20170609_175432_0e1f__-118.2184602288409_33.871921994911276.png,0,0,1
0__20160627_155710_0c13__-118.29850336704884_33.78585467684644.png,0,0,1
0__20160709_165410_0c73__-121.831252785_37.4073905438.png,0,0,1
0__20170308_174518_1029__-118.543713051_33.9443507822.png,0,0,1
0__20170621_180704_1007__-121.77059429482254_38.75053277816851.png,0,0,1
0__20170524_181348_0e2f__-122.381518254_37.6163277867.png,0,0,1
0__20170520_174842_1008__-118.404639059_33.9416066224.png,0,0,1
0__20170624_174657_101b__-117.86396677676198_33.67737736497882.png,0,0,1
0__20170727_012424_0c43__-117.54812907711568_34.08222014317112.png,0,0,1
0__20161108_181957_0c38__-119.065201749_34.1457205291.png,0,0,1
0__20170502_180546_1044__-122.219746424_37.7171460384.png,0,0,1
0__20160810_174527_0e0f__-118.194916038_33.9628134764.png,0,0,1
0__20170314_155240_0c12__-122.380792136_37.6260043121.png,0,0,1
1__20170620_174906_1032__-118.40369440051458_33.94066637369672.png,1,0,0
0__20160810_174548_0e16__-118.19487311898723_33.93651667547493.png,0,0,1
1__20170628_174759_1013__-117.86460821286688_33.67572996078627.png,1,0,0
0__20170618_174928_1031__-118.29768956028975_33.954900886765515.png,0,0,1
0__20170615_180617_101f__-122.05903147321521_37.39463183383601.png,0,0,1
0__20170120_180942_0e14__-122.216531218_37.7153941959.png,0,0,1
0__20180206_184438_1043__-122.46484486751214_37.67652059594143.png,0,0,1
0__20170727_174831_1035__-117.70819864658522_34.06549310965249.png,0,0,1
1__20170618_175001_101e__-118.40936271439975_33.94151262051875.png,1,0,0
1__20170720_175004_0e16__-117.1985302176862_32.733848911578825.png,1,0,0
0__20170513_174817_0f10__-118.456585385_33.9498494642.png,0,0,1
0__20170721_180825_100b__-122.21821593542285_37.71702774169852.png,0,0,1
0__20170713_175036_0f12__-118.41129192227618_33.945453342740365.png,0,0,1
0__20160905_193459_0c37__-122.3931084531267_37.6373980661027.png,0,0,1
1__20160215_210551_0c68__-122.389286659_37.6115311642.png,1,0,0
0__20170611_180735_1008__-122.1726286208403_37.68424234915545.png,0,0,1
0__20170830_181004_0f4e__-122.12771805488673_37.681322924937376.png,0,0,1
0__20160731_173923_0e20__-117.204939568_32.7333382688.png,0,0,1
1__20170308_175227_0e0e__-118.40483797_33.946180495.png,1,0,0
0__20170618_173641_0c38__-118.41028491665477_33.94541077667114.png,0,0,1
0__20170712_181006_0f12__-122.30680918073904_37.615588085887325.png,0,0,1
0__20170613_180706_1040__-122.21786768954254_37.714537809928935.png,0,0,1
0__20170618_180801_0f34__-122.33730591495605_37.72970877829899.png,0,0,1
0__20161026_153431_1_0c46__-118.21652270425517_33.879381257694156.png,0,0,1
0__20170312_180132_1029__-122.036172246_37.3243854412.png,0,0,1
1__20170615_181426_0e0d__-122.3232033736344_37.719380687493114.png,0,1,0
0__20170504_180621_102d__-122.390037042_37.6179674924.png,0,0,1
0__20160627_155712_0c13__-118.3048886543938_33.9479800300464.png,0,0,1
0__20170415_174638_0f28__-118.30622592854137_33.86331231842409.png,0,0,1
0__20160811_214244_0c41__-117.19490653_32.7281583195.png,0,0,1
1__20160810_174548_0e16__-118.40650685_33.9395236041.png,1,0,0
0__20170626_180908_1015__-122.38857361179144_37.61817623914918.png,0,0,1
0__20170501_180553_1018__-122.33594385273369_37.76022861282621.png,0,0,1
0__20170702_180943_103c__-122.3479990846333_37.7409897893896.png,0,0,1
0__20170524_181348_0e2f__-122.379022112_37.62626541.png,0,0,1
0__20160715_174337_0e0e__-118.17308345255753_33.80542752274439.png,0,0,1
1__20170524_174812_102d__-118.410873736_33.9409656857.png,1,0,0
0__20161104_180551_0e16__-121.894250585_37.3785228057.png,0,0,1
1__20170612_180829_1036__-122.38267731463824_37.61553584304619.png,1,0,0
1__20170728_175003_102a__-118.4075305023046_33.941595642905035.png,1,0,0
0__20170522_180527_0f15__-122.01259119342284_37.35653162451475.png,0,0,1
1__20170416_174557_1028__-118.411010894_33.9417428165.png,1,0,0
0__20170124_175406_0e2f__-119.03944789682639_34.15166937285778.png,0,0,1
1__20160916_174733_0e20__-118.421192969_33.9381555929.png,1,0,0
0__20170618_175001_101e__-118.4243204484463_33.977307876543065.png,0,0,1
0__20170829_175207_102c__-118.03263397253112_33.685065794164615.png,0,0,1
1__20161218_180847_0e26__-122.390646809_37.621070634.png,1,0,0
1__20170625_174954_1021__-118.38834596513658_33.933966856319906.png,1,0,0
0__20160719_145646_0c78__-118.27261511647664_33.68282710764985.png,0,0,1
0__20161001_174817_0e1f__-118.391797189_34.0081155826.png,0,0,1
0__20170104_174447_0e16__-117.111433294_32.749098227.png,0,0,1
0__20170211_181118_0e16__-122.390569868_37.6109939047.png,0,0,1
0__20170314_155238_0c12__-122.35273674958297_37.74826247058985.png,0,0,1
0__20170620_175442_0e30__-118.41118236734941_33.942749209521565.png,0,0,1
0__20150824_191014_0b0a__-121.97395714568046_37.382675389676464.png,0,0,1
0__20170708_180827_1021__-122.32351807475574_37.718463150184384.png,0,0,1
1__20170511_180600_1031__-122.217027031_37.7107372697.png,1,0,0
